market_name,mic,operating_mic,website
AQSE TRADING (NON-EQUITY),AQSN,AQSE,WWW.AQUIS.EU
AQSE GROWTH MARKET (EQUITY),AQSG,AQSE,WWW.AQUIS.EU
AQSE GROWTH MARKET (NON-EQUITY),AQSF,AQSE,WWW.AQUIS.EU
AQSE MAIN MARKET (NON-EQUITY),AQSD,AQSE,WWW.AQUIS.EU
AQUA EQUITIES L.P.,AQUA,AQUA,WWW.AQUAEQUITIES.COM
ATHENS STOCK EXCHANGE,ASEX,ASEX,WWW.ASE.GR
HELEX ELECTRONIC BOOK BUILDING,XIPO,ASEX,WWW.ASE.GR
ATHENS EXCHANGE EUAS MARKET,EUAX,ASEX,WWW.ATHEX.GR/DEFAULT_EN.ASP
AUSTRALIAN WHEAT BOARD,AWBX,AWBX,WWW.AWB.COM.AU
AUSTRALIAN WOOL EXCHANGE,AWEX,AWEX,WWW.AWEX.COM.AU
BOLSA DE CEREALES DE BUENOS AIRES,BACE,BACE,WWW.BOLCEREALES.COM.AR
BANK OF AMERICA - MERRILL LYNCH OTC,MLCO,BAML,HTTP://CORP.BANKOFAMERICA.COM/BUSINESS/CI/TRADER-INSTINCT
BANK OF AMERICA - MERRILL LYNCH VWAP CROSS,MLVX,BAML,HTTP://CORP.BANKOFAMERICA.COM/BUSINESS/CI/TRADER-INSTINCT
BANK OF AMERICA - MERRILL LYNCH INSTINCT X ATS,BAML,BAML,HTTP://CORP.BANKOFAMERICA.COM/BUSINESS/CI/TRADER-INSTINCT
BLOOMBERG - APA,BAPA,BAPA,WWW.BLOOMBERG.COM
BALTPOOL,BAPX,BAPX,WWW.BALTPOOL.LT
BARCLAYS DIRECT EX ATS,BCDX,BARX,HTTP://REALIZATIONS.BARCLAYS.COM/GLOBAL-MARKETS/EQUITIES
BARCLAYS LIQUID MARKETS,BARL,BARX,WWW.BARCAP.COM
BARCLAYS ATS,BARX,BARX,WWW.BARX.COM/EQUITIES/LIQUIDITYCROSSING.HTML
BARCLAYS FX - TRADING,BARD,BARX,WWW.BARX.COM/FX/INDEX.HTML
BLOOMBERG SEF LLC,BBSF,BBSF,WWW.BLOOMBERGSEF.COM
BOLSA DE COMERCIO DE SANTA FE,BCFS,BCFS,WWW.BCSF.COM.AR
MERCADO DE VALORES DEL LITORAL S.A.,XMVL,BCFS,WWW.MVL.COM.AR
BOLSA DE CEREAIS E MERCADORIAS DE MARINGÁ,BCMM,BCMM,WWW.BCMM.COM.BR
BELARUS CURRENCY AND STOCK EXCHANGE,BCSE,BCSE,WWW.BCSE.BY
BATS CHI-X EUROPE LIMITED - CHI-CLEAR,CHIY,BCXE,WWW.BATSTRADING.CO.UK
CBOE EUROPE - CXE OFF-BOOK,CHIO,BCXE,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
CBOE EUROPE - BXE PERIODIC,BATP,BCXE,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
CBOE EUROPE - CXE DARK ORDER BOOK,CHID,BCXE,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
OFF EXCHANGE IDENTIFIER FOR OTC TRADES REPORTED TO CBOE EUROPE,BOTC,BCXE,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
CBOE EUROPE EQUITIES,BCXE,BCXE,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
CBOE  EUROPE - LIS SERVICE,LISX,BCXE,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
CBOE EUROPE - CXE ORDER BOOKS,CHIX,BCXE,WWW.MARKETS.CBOE.COM/EUROPE/EQUITIES/OVERVIEW/
MTS ASSOCIATED MARKETS,BEAM,BEAM,WWW.MTSBELGIUM.COM
BOND ELECTRONIC EXCHANGE,BEEX,BEEX,WWW.BEX.OR.TH
BLOOMBERG TRADEBOOK JAPAN LIMITED,BETP,BETP,WWW.BLOOMBERGTRADEBOOK.COM
BAHRAIN FINANCIAL EXCHANGE,BFEX,BFEX,WWW.BFX.BH
BGC FINANCIAL INC,BGCF,BGCF,WWW.BGCPARTNERS.COM
BGC DERIVATIVE MARKETS L.P.,BGCD,BGCF,WWW.BGCSEF.COM
FENICS - US TREASURIES,FNCS,BGCF,WWW.FENICSUST.COM
BGC BROKERS LP - TRAYPORT,BGCB,BGCI,WWW.BGCPARTNERS.COM
BGC BROKERS LP,BGCI,BGCI,WWW.BGCPARTNERS.COM
"CBOE SEF, LLC",BHSF,BHSF,WWW.CBOE.COM/GLOBAL/FX/SEF/
BIDS TRADING L.P.,BIDS,BIDS,WWW.BIDSTRADING.COM
BLOCK EVENT,BLEV,BLEV,WWW.BLOCKEVENT.COM
BELGIAN POWER EXCHANGE,BLPX,BLPX,WWW.BELPEX.BE
BLOOMBERG BPOOL,BPOL,BLTD,WWW.BLOOMBERG.COM
BLOOMBERG TRADEBOOK LLC,BLTD,BLTD,WWW.BLOOMBERGTRADEBOOK.COM
SEND - SISTEMA ELECTRONICO DE NEGOCIACION DE DEUDA,SEND,BMEX,WWW.AIAF.ES
AIAF - MERCADO DE RENTA FIJA,XDRF,BMEX,WWW.AIAF.ES
MERCADO ALTERNATIVO DE RENTA FIJA,MARF,BMEX,WWW.AIAF.ES
BME CLEARING S.A.,BMCL,BMEX,WWW.AIAF.ES
MERCADO ELECTRONICO DE RENTA FIJA,MERF,BMEX,WWW.BMERF.ES
BOLSA DE VALORES DE BILBAO,XBIL,BMEX,WWW.BOLSABILBAO.ES
BOLSA DE MADRID,XMAD,BMEX,WWW.BOLSAMADRID.ES
BME - BOLSAS Y MERCADOS ESPANOLES,BMEX,BMEX,WWW.BOLSASYMERCADOS.ES
BOLSA DE BILBAO RENTA FIJA,SBIL,BMEX,WWW.BOLSASYMERCADOS.ES
BOLSA DE BARCELONA RENTA FIJA,SBAR,BMEX,WWW.BOLSASYMERCADOS.ES
BOLSA DE VALENCIA,XVAL,BMEX,WWW.BOLSAVALENCIA.ES
BOLSA DE BARCELONA,XBAR,BMEX,WWW.BORSABCN.ES
LATIBEX,XLAT,BMEX,WWW.LATIBEX.COM
MEFF RENTA FIJA,XMEF,BMEX,WWW.MEFF.COM
MEFF POWER DERIVATIVES,XMPW,BMEX,WWW.MEFF.COM
MEFF FINANCIAL DERIVATIVES,XMRV,BMEX,WWW.MEFF.COM
BLOOMBERG TRADING FACILITY LIMITED,BMTF,BMTF,WWW.BLOOMBERG.COM
VORTEX,VTEX,BNYC,WWW.BNYCONVERGEX.COM
MILLENNIUM,NYFX,BNYC,WWW.CONVERGEX.COM
CONVERGEX,BNYC,BNYC,WWW.CONVERGEX.COM
CINNOBER BOAT,BOAT,BOAT,WWW.CINNOBER.COM/BOAT-TRADE-REPORTING
BONDSCAPE,BOSC,BOSC,WWW.BONDSCAPE.NET
BOLSA DE CORREDORES - BOLSA DE VALORES,BOVA,BOVA,WWW.BOVALPO.COM
BOLSA DE VALORES MINAS-ESPÍRITO SANTO-BRASÍLIA,BOVM,BOVM,WWW.BOVMESB.COM.BR
BRAZILIAN ENERGY EXCHANGE,BRIX,BRIX,
BERNSTEIN CROSS (BERN-X),BRNX,BRNX,WWW.ALLIANCEBERNSTEIN.COM
BAKU STOCK EXCHANGE,BSEX,BSEX,WWW.BSE.AZ
ICAP SEF (US)  LLC.,ICSU,BTEC,WWW.ICAP.COM
ICAP ELECTRONIC BROKING (US),BTEC,BTEC,WWW.ICAP.COM
CARACAS STOCK EXCHANGE,BVCA,BVCA,WWW.BOLSADECARACAS.COM
BOLSA DE VALORES DE CARACAS,XCAR,BVCA,WWW.BOLSADECARACAS.COM
B3 S.A. - BRASIL BOLSA BALCAO,BVMF,BVMF,WWW.B3.COM.BR
BOLSA ELECTRONICA DE VALORES DEL URUGUAY,BVUR,BVUR,HTTPS://WEB.BEVSA.COM.UY/BEVSAINTRANET2008/INICIO/DEFAULT.ASPX
CANDEAL.CA INC,CAND,CAND,WWW.CANDEAL.COM
CANNEX FINANCIAL EXCHANGE LTS,CANX,CANX,WWW.CANNEX.COM
CAPI - APPROVED PUBLICATION ARRANGEMENT,CMAP,CAPI,WWW.CAPI.ES
CATS,CATS,CATS,WWW.BS-CATS.COM
CHICAGO CLIMATE FUTURES EXCHANGE,CCFE,CCFE,WWW.CCFE.COM
CHINA FINANCIAL FUTURES EXCHANGE,CCFX,CCFX,WWW.CFFEX.COM.CN
FINESTI S.A.,CCLX,CCLX,WWW.CCLUX.LU
CANTORCO2E.COM LIMITED,CCO2,CCO2,WWW.CANTORCO2E.COM
CITADEL SECURITIES,CDED,CDED,WWW.CITADELSECURITIES.COM
CITADEL SECURITIES ATS,CDEL,CDEL,WWW.CITADELGROUP.COM
CLEARCORP DEALING SYSTEMS INDIA LIMITED - ASTROID,ASTR,CDSL,WWW.CCILINDIA.COM
CLEARCORP DEALING SYSTEMS INDIA LIMITED - FX-CLEAR,FXCL,CDSL,WWW.CCILINDIA.COM
CLEARCORP DEALING SYSTEMS (INDIA) LTD.,CDSL,CDSL,WWW.CCILINDIA.COM
CLEARCORP DEALING SYSTEMS INDIA LIMITED - FX-SWAP,FXSW,CDSL,WWW.CCILINDIA.COM
CETIP S.A. - MERCADOS ORGANIZADOS,CETI,BVMF,WWW.B3.COM.BR
CASSA DI COMPENSAZIONE E GARANZIA SPA - CCP EQUITY DERIVATIVES,CGQD,CGIT,WWW.CCG.IT
CASSA DI COMPENSAZIONE E GARANZIA SPA - BONDS CCP SERVICE,CGDB,CGIT,WWW.CCG.IT
CASSA DI COMPENSAZIONE E GARANZIA SPA - TRIPARTY REPO CCP SERVICE,CGTR,CGIT,WWW.CCG.IT
CASSA DI COMPENSAZIONE E GARANZIA SPA,CGIT,CGIT,WWW.CCG.IT
CASSA DI COMPENSAZIONE E GARANZIA SPA - CCP ENERGY DERIVATIVES,CGND,CGIT,WWW.CCG.IT
CASSA DI COMPENSAZIONE E GARANZIA SPA - EURO BONDS CCP SERVICE,CGEB,CGIT,WWW.CCG.IT
CASSA DI COMPENSAZIONE E GARANZIA SPA - EQUITY CCP SERVICE,CGQT,CGIT,WWW.CCG.IT
CASSA DI COMPENSAZIONE E GARANZIA SPA - COLLATERALIZED MONEY MARKET GUARANTEE SERVICE,CGCM,CGIT,WWW.CCG.IT
CASSA DI COMPENSAZIONE E GARANZIA SPA - CCP AGRICULTURAL COMMODITY DERIVATIVES,CGGD,CGIT,WWW.CCG.IT
CA CHEUVREUX,CHEV,CHEV,WWW.CHEUVREUX.COM
BLINK MTF,BLNK,CHEV,WWW.CHEUVREUX.COM
CBOE AUSTRALIA - TRANSFERABLE CUSTODY RECEIPT MARKET,CXAR,CHIA,WWW.CHI-X.COM.AU
CBOE AUSTRALIA - LIMIT VENUE,CXAC,CHIA,WWW.CHI-X.COM.AU
CBOE AUSTRALIA MID-POINT VENUE,CXAP,CHIA,WWW.CHI-X.COM.AU
CBOE AUSTRALIA MOC,CXAM,CHIA,WWW.CHI-X.COM.AU
CBOE AUSTRALIA - QUOTED MANAGED FUNDS,CXAQ,CHIA,WWW.CHI-X.COM.AU
CBOE AUSTRALIA VWAP,CXAV,CHIA,WWW.CHI-X.COM.AU
CBOE AUSTRALIA MARKET PEG (FARPOINT) VENUE,CXAF,CHIA,WWW.CHI-X.COM.AU
CBOE AUSTRALIA PRIMARY PEG (NEARPOINT) VENUE,CXAN,CHIA,WWW.CHI-X.COM.AU
CBOE AUSTRALIA - WARRANTS,CXAW,CHIA,WWW.CHI-X.COM.AU
CBOE AUSTRALIA,CHIA,CHIA,WWW.CHI-X.COM/APAC/
CX2,XCX2,CHIC,WWW.CHI-X.COM/CA
CHI-X CANADA ATS,CHIC,CHIC,WWW.CHI-XCANADA.COM
CHI-EAST,CHIE,CHIE,WWW.CHI-EAST.COM
CHI-X JAPAN,CHIJ,CHIJ,WWW.CHI-X.ASIA/APAC/JP/ENG
KAI-X,KAIX,CHIJ,WWW.CHI-X.JP
CHI-X JAPAN SELECT,CHIS,CHIJ,WWW.CHI-X.JP
CHI-X JAPAN VWAP CROSSING,CHIV,CHIJ,WWW.CHI-X.JP/
CLSA AUSTRALIA - DARK,CLAU,CLAU,WWW.CLSA.COM
CLSA HONG KONG - DARK,CLHK,CLHK,WWW.CLSA.COM
CLSA JAPAN - DARK,CLJP,CLJP,WWW.CLSA.COM
CLIMEX,CLMX,CLMX,WWW.CLIMEX.COM
CLSA PHILIPPINES - DARK,CLPH,CLPH,WWW.CLSA.COM
CME CLEARING EUROPE,CMEC,CMEE,WWW.CMECLEARINGEUROPE.COM
CME  EUROPE,CMEE,CMEE,WWW.CMEGROUP.COM
"CLEAR MARKETS JAPAN, INC.",CMET,CMET,WWW.CLEAR-MARKETS.COM
CLEAR MARKETS EUROPE LIMITED,CMMT,CMMT,WWW.CLEAR-MARKETS.COM
"CLEAR MARKETS NORTH AMERICA, INC.",CMSF,CMSF,WWW.CLEAR-MARKETS.COM
LA COTE ALPHA,COAL,COAL,WWW.COTE-ALPHA.FR
COMMERG LTD.,COMG,COMG,WWW.COMMERG.COM
BMO CAPITAL MARKETS - CAD OTC TRADES,COTC,COTC,WWW.BMOCM.COM
CREDIT SUISSE (US),CRED,CRED,WWW.CREDIT-SUISSE.COM
CREDIT SUISSE AES CROSSFINDER,CAES,CRED,WWW.CREDIT-SUISSE.COM
CRYEX - FX AND DIGITAL CURRENCIES,CRYD,CRYD,WWW.CRYEX.COM
CRYPTO FACILITIES,CRYP,CRYP,WWW.CRYPTOFACILITIES.CO.UK
CRYEX,CRYX,CRYX,WWW.CRYEX.COM
CHINA STAINLESS STEEL EXCHANGE,CSSX,CSSX,WWW.EXBXG.COM
DANSKE BANK A/S - SYSTEMATIC INTERNALISER,DASI,DASI,WWW.DANSKEBANK.DK
DEUTSCHE BANK HONG KONG ATS,DBHK,DBHK,WWW.DB.COM/HONGKONG/
AUTOBAHN FX,AUTO,DBOX,WWW.AUTOBAHNFX.DB.COM
DEUTSCHE BANK OFF EXCHANGE TRADING,DBOX,DBOX,WWW.DEUTSCHE-BANK.DE
DEUTSCHE BANK SUPER X,DBSX,DBSX,WWW.DB.COM
DUTCH CARIBBEAN SECURITIES EXCHANGE,DCSX,DCSX,WWW.DCSX.AN
DCX (DERIVATIVES CURRENCY EXCHANGE),DEAL,DEAL,WWW.FXCMPRO.COM/DCX
DUBAI GOLD & COMMODITIES EXCHANGE DMCC,DGCX,DGCX,WWW.DGCX.AE
DANSK OTC,DKTC,DKTC,WWW.DANSKOTC.DK
SWISS DOTS BY CATS,DOTS,DOTS,WWW.BS-CATS.COM
QATAR EXCHANGE,DSMD,DSMD,WWW.QATAREXCHANGE.QA
DUBAI MERCANTILE EXCHANGE,DUMX,DUMX,WWW.DUBAIMERC.COM
EUREX CLEARING AG,ECAG,ECAG,WWW.EUREXCLEARING.COM
EUREX CLEARING AG - SME,ECGS,ECAG,WWW.EUREXCLEARING.COM/CLEARING-EN/
EUREX CLEARING ASIA PTE. LTD.,ECAL,ECAL,WWW.EUREXCHANGE.COM/EXCHANGE-EN/ABOUT-US/EUREXASIA
EUROPEAN CLIMATE EXCHANGE,ECXE,ECXE,WWW.ECX.EU
EUREX EXCHANGE ASIA PTE. LTD.,EEAL,EEAL,WWW.EUREXCHANGE.COM/EXCHANGE-EN/ABOUT-US/EUREXASIA
EAST EUROPEAN STOCK EXCHANGE,EESE,EESE,WWW.EESE.COM.UA
ENERGIEFINANZ TRADING PLATFORM,EFTP,EFTP,WWW.ENERGIEFINANZ.EU
EG MARKET TECHNOLOGIES,EGMT,EGMT,WWW.EGLP.COM
ERSTE GROUP BANK AG,EGSI,EGSI,WWW.ERSTEGROUP.COM
EMERGING MARKETS BOND EXCHANGE LIMITED,EMBX,EMBX,WWW.EMBONDS.COM
E-MID - BANCA D'ITALIA SHARES TRADING MARKET,EMIB,EMID,WWW.E-MID.IT
E-MID,EMID,EMID,WWW.E-MID.IT
E-MID REPO,EMIR,EMID,WWW.E-MID.IT
E-MID - E-MIDER MARKET,EMDR,EMID,WWW.E-MID.IT
ENCLEAR,ENCL,ENCL,WWW.LCHCLEARNET.COM
E-OTC,EOTC,EOTC,WWW.CONNECTED-MARKETS.COM
EPEX SPOT SE,EPEX,EPEX,WWW.EPEXSPOT.COM
ETS EURASIAN TRADING SYSTEM COMMODITY EXCHANGE,ETSC,ETSC,WWW.ETS.KZ/EN/
EXANE BNP PARIBAS - CHILD ORDER CROSSING,EXOR,EXEU,WWW.EXANE.COM
EXANE BNP PARIBAS - VOLUME PROFILE CROSSING,EXVP,EXEU,WWW.EXANE.COM
EXANE BNP PARIBAS - MID POINT,EXMP,EXEU,WWW.EXANE.COM
EXANE BNP PARIBAS - LIQUIDITY PROVISION,EXLP,EXEU,WWW.EXANE.COM
EXANE BNP PARIBAS,EXEU,EXEU,WWW.EXANE.COM
EXANE BNP PARIBAS - CLOSING PRICE,EXCP,EXEU,WWW.EXANE.COM
EXANE BNP PARIBAS - BID-OFFER CROSSING,EXBO,EXEU,WWW.EXANE.COM
EXANE BNP PARIBAS - DIRECT CAPITAL ACCESS,EXDC,EXEU,WWW.EXANE.COM
EURONEXT GROWTH MILAN,EXGM,XMIL,WWW.BORSAITALIANA.IT
ELECTRICITY DAY-AHEAD MARKET,XEDA,EXTR,WWW.EPIAS.COM.TR
ELECTRICITY INTRA-DAY MARKET,XEID,EXTR,WWW.EPIAS.COM.TR
ENERGY EXCHANGE ISTANBUL,EXTR,EXTR,WWW.EPIAS.COM.TR
CANTOR SPREADFAIR,FAIR,FAIR,WWW.SPREADFAIR.COM
KAASUPORSSI - FINNISH GAS EXCHANGE,FGEX,FGEX,WWW.KAASUPORSSI.COM
FINRA ALTERNATIVE DISPLAY FACILITY (ADF),XADF,FINR,WWW.FINRA.ORG
FINRA/NASDAQ TRF CHICAGO (TRADE REPORTING FACILITY),FINC,FINR,WWW.FINRA.ORG
FINRA ORF (TRADE REPORTING FACILITY),FINO,FINR,WWW.FINRA.ORG
FINRA,FINR,FINR,WWW.FINRA.ORG/INDUSTRY/COMPLIANCE/MARKETTRANSPARENCY/ADF/
FINRA/NYSE TRF (TRADE REPORTING FACILITY),FINY,FINR,WWW.FINRA.ORG/INDUSTRY/COMPLIANCE/MARKETTRANSPARENCY/TRF/PARTICIPANTS/
OTHER OTC,OOTC,FINR,WWW.OTCBB.COM
FISH POOL ASA,FISH,FISH,WWW.FISHPOOL.EU
FLOW TRADERS B.V. - SYSTEMATIC INTERNALISER BONDS,FLTB,FLWX,WWW.FLOWTRADERS.COM
MTS FRANCE SAS,FMTS,FMTS,WWW.MTSFRANCE.COM
FONDS DES RENTES / RENTENFONDS,FRRF,FRRF,WWW.BNB.BE/RK/FONDS.HTM
FTSEF LLC,FSEF,FSEF,WWW.FTSEF.COM
FISHEX,FSHX,FSHX,WWW.FISHEX.NO
FXALL,FXAL,FXAL,WWW.FXALL.COM
FXCM,FXCM,FXCM,WWW.FXCM.COM
G1 EXECUTION SERVICES,G1XX,G1XX,WWW.G1X.COM
GEMMA (GILT EDGED MARKET MAKERS’ASSOCIATION),GEMX,GEMX,
LITHUANIAN NATURAL GAS EXCHANGE,GETB,GETB,WWW.GETBALTIC.LT
GFI AUCTIONMATCH,GFIA,GFIA,WWW.GFIGROUP.COM
GFI BASISMATCH,XGFI,GFIC,WWW.GFIGROUP.COM
GFI MARKETMATCH,GFIM,GFIC,WWW.GFIGROUP.COM
GATE US LLC,GLLC,GLLC,WWW.GATEUS.COM
"ESSEX RADEZ, LLC",GLPS,GLPS,WWW.ESSEXRADEZ.COM
"ACS EXECUTION SERVICES, LLC",GLPX,GLPX,
GLOBAL DERIVATIVES EXCHANGE,XGDX,GMEG,WWW.GMEX-GROUP.COM
LONDON DERIVATIVES EXCHANGE,XLDX,GMEG,WWW.GMEX-GROUP.COM
GLOBAL COMMODITIES EXCHANGE,XGCX,GMEG,WWW.GMEX-GROUP.COM
GMEX EXCHANGE,GMEG,GMEG,WWW.GMEX-GROUP.COM
GLOBAL SECURITIES EXCHANGE,XGSX,GMEG,WWW.GMEX-GROUP.COM
GREENMARKET EXCHANGE,GMEX,GMEX,WWW.GREENMARKET-EXCHANGE.COM
GALAXY,GMTF,GMTF,WWW.TRADINGSCREEN.COM
GOVEX,GOVX,GOVX,WWW.GOVEX.COM
THE GREEN EXCHANGE,GREE,GREE,WWW.NYMEX.GREENFUTURES.COM/
THE GREEN STOCK EXCHANGE - ACB IMPACT MARKETS,GRSE,GRSE,WWW.ACBIMPACTMARKETS.COM
THE GUYANA ASSOCIATION OF SECURITIES COMPANIES AND INTERMEDIARIES INC.,GSCI,GSCI,WWW.GASCI.COM
GOLDMAN SACHS AND CO.,GSCO,GSCO,WWW.GOLDMANSACHS.COM
"GFI SWAPS EXCHANGE, LLC",GSEF,GSEF,WWW.GFIGROUP.COM/MARKETS/SWAPS-EXCHANGE/OVERVIEW.ASPX
GOLDMAN SACHS INTERNATIONAL,GSIL,GSIL,WWW.GOLDMANSACHS.COM/GSET
GOLDMAN SACHS INTERNATIONAL - SYSTEMATIC INTERNALISER,GSSI,GSIL,WWW.GOLDMANSACHS.COM/GSET
THE GIBRALTAR STOCK EXCHANGE,GSXL,GSXL,WWW.GSX.GI
KCG AMERICAS LLC,GTCO,GTCO,WWW.KCG.COM
GTSX,GTSX,GTSX,WWW.GTSX.COM
"GTX SEF, LLC",GTXS,GTXS,WWW.GAINGTX.COM/SEF.SHTML
GX MARKETCENTER,GXMA,GXMA,
ICE CLEAR NETHERLANDS B.V.,HCHC,HCHC,WWW.THEICE.COM
ELECTRONIC SECONDARY SECURITIES MARKET (HDAT),HDAT,HDAT,WWW.BANKOFGREECE.GR
NADEX,HEGX,HEGX,WWW.NADEX.COM
HONG KONG MERCANTILE EXCHANGE,HKME,HKME,WWW.HKMERC.COM
HI-MTF ORDER DRIVEN,HMOD,HMTF,WWW.HIMTF.COM
HI-MTF,HMTF,HMTF,WWW.HIMTF.COM
HI-MTF RFQ,HRFQ,HMTF,WWW.HIMTF.COM
POTAMUS TRADING LLC,HPPO,HPPO,WWW.POTAMUSTRADING.COM
HOTSPOT FX,HSFX,HSFX,WWW.HOTSPOTFX.COM
HANOI STOCK EXCHANGE,HSTC,HSTC,WWW.HNX.VN
HANOI STOCK EXCHANGE (UNLISTED PUBLIC COMPANY TRADING PLATFORM),XHNX,HSTC,WWW.HNX.VN
HSBC-X HONG KONG,HSXA,HSXA,WWW.HSBC.COM.HK
HUNGARIAN POWER EXCHANGE,HUPX,HUPX,WWW.HUPX.HU
ICE BENCHMARK ADMINISTRATION,IBAL,IBAL,WWW.THEICE.COM/IBA
INDEPENDENT BULGARIAN ENERGY EXCHANGE,IBEX,IBEX,WWW.IBEX.BG
ICAP WCLK,WCLK,ICAP,WWW.ICAP.COM
TRAYPORT,ICAH,ICAP,WWW.ICAP.COM
ICAP SECURITIES,ICSE,ICAP,WWW.ICAP.COM
ICAP TRUEQUOTE,ICTQ,ICAP,WWW.ICAPENERGY.COM/EU
ICAP EUROPE,ICAP,ICAP,WWW.I-SWAP.COM
PLUS STOCK EXCHANGE,PLSX,ICAP,WWW.PLUS-SX.COM
INDONESIA COMMODITY AND DERIVATIVES EXCHANGE,ICDX,ICDX,WWW.ICDEXCHANGE.COM
"ISLAND ECN LTD, THE",ICEL,ICEL,WWW.ISLAND.COM
INDIAN COMMODITY EXCHANGE LTD.,ICXL,ICXL,WWW.ICEXINDIA.COM
ICE FUTURES CANADA,IFCA,IFCA,WWW.THEICE.COM
ICE FUTURES EUROPE - AGRICULTURAL PRODUCTS DIVISION,IFLX,IFEU,WWW.THEICE.COM
ICE FUTURES EUROPE - FINANCIAL PRODUCTS DIVISION,IFLL,IFEU,WWW.THEICE.COM
ICE FUTURES EUROPE - OIL AND REFINED PRODUCTS DIVISION,IFEN,IFEU,WWW.THEICE.COM
ICE FUTURES EUROPE - EQUITY PRODUCTS DIVISION,IFLO,IFEU,WWW.THEICE.COM
ICE FUTURES EUROPE,IFEU,IFEU,WWW.THEICE.COM
ICE FUTURES EUROPE - EUROPEAN UTILITIES DIVISION,IFUT,IFEU,WWW.THEICE.COM
ICE FUTURES SINGAPORE,IFSG,IFSG,WWW.THEICE.COM
ICE MARKETS FOREIGN EXCHANGE,IMFX,IFUS,WWW.THEICE.COM
ICE FUTURES U.S. ENERGY DIVISION,IFED,IFUS,WWW.THEICE.COM
ICE FUTURES U.S.,IFUS,IFUS,WWW.THEICE.COM
INTERCONTINENTAL EXCHANGE,IEPA,IFUS,WWW.THEICE.COM
CREDITEX LLC,IMCG,IFUS,WWW.THEICE.COM
ICE MARKETS RATES,IMIR,IFUS,WWW.THEICE.COM
ICE MARKETS CREDIT,IMCR,IFUS,WWW.THEICE.COM
ICE MARKETS ENERGY,IMEN,IFUS,WWW.THEICE.COM
ICE SWAP TRADE LLC,ICES,IFUS,WWW.THEICE.COM
ICE MARKETS AGRICULTURE,IMAG,IFUS,WWW.THEICE.COM
ICE MARKETS BONDS,IMBD,IFUS,WWW.THEICE.COM
IRAN MERCANTILE EXCHANGE,IMEX,IMEX,WWW.IME.CO.IR
ISDAFIX,ISDA,ISDA,WWW2.ISDA.ORG
INTER-CONNECTED STOCK EXCHANGE OF INDIA LTD,ISEX,ISEX,WWW.ISEINDIA.COM
ITG - POSIT,ITGI,ITGI,WWW.ITG.COM
INVESCO CANADA PTF TRADES,IVZX,IVZX,WWW.INVESCO.CA
INTERNATIONAL STOCK EXCHANGE SAINT-PETERSBOURG,IXSP,IXSP,WWW.IXSP.RU
JOINT ASIAN DERIVATIVES EXCHANGE,JADX,JADX,WWW.JADEEXCHANGE.COM
JETX,JEFX,JEFX,WWW.JEFFERIES.COM
"JANE STREET CAPITAL, LLC",JNST,JNST,WWW.JANESTREET.COM
JP MORGAN - JPMI MARKET,JPMI,JPMI,WWW.JPMORGAN.COM
JPMX,JPMX,JPMX,WWW.JPMORGAN.COM
JANE STREET EXECUTION SERVICES LLC,JSES,JSES,WWW.JANESTREET.COM
JANE STREET JX,JSJX,JSJX,WWW.JANESTREET.COM
KABU.COMPTS-VWAP,VKAB,KABU,WWW.KABU.COM
KABU.COM PTS,KABU,KABU,WWW.KABU.COM
KELER CCP,KCCP,KCCP,WWW.KELERKSZF.HU
KDPW_CCP,KDPW,KDPW,WWW.KDPWCCP.PL
KNIGHT LINK EUROPE,KLEU,KLEU,WWW.KNIGHT.COM
KNIGHT,KNIG,KNIG,WWW.KNIGHT.COM
KNIGHT EQUITY MARKETS LP,KNEM,KNIG,WWW.KNIGHT.COM
KNIGHT LINK,KNLI,KNIG,WWW.KNIGHT.COM
KNIGHT CAPITAL MARKETS LLC,KNCM,KNIG,WWW.KNIGHT.COM
KOREA ECN SECURITIES CO. LTD (ATS),KOCN,KOCN,
PAYWARD MENA HOLDINGS LTD.,KRME,KRME,WWW.KRAKEN.COM
LATAM SEF,LASF,LASF,WWW.LATAMSEF.COM
LAVAFLOW ECN,LAFL,LAVA,WWW.LAVAFLOWECN.COM
LAVA TRADING (CITI),LAVA,LAVA,WWW.LAVAFLOWECN.COM
FLOW DARK,LAFD,LAVA,WWW.LAVATRADING.COM
LCH.CLEARNET,LCHC,LCHC,WWW.LCHCLEARNET.COM
CURRENEX LDFX,LCUR,LCUR,WWW.CURRENEX.COM
LIQUIDNET CANADA ATS,LICA,LICA,WWW.LIQUIDNET.COM
LIQUIDNET H20,LIQH,LIQU,WWW.LIQUIDNET.COM
LIQUIDNET SYSTEMS,LIQU,LIQU,WWW.LIQUIDNET.COM
LIQUIDNET EUROPE LIMITED,LIQF,LIQU,WWW.LIQUIDNET.COM
"LIQUIDNET, INC.",LIUS,LIUS,WWW.LIQUIDNET.COM
